# ERM Training Log

# Training Logs

This file contains the verbose ERM and group-balanced training logs removed from the notebook so that its GitHub rendering remains concise.

/usr/local/lib/python3.12/dist-packages/torch/utils/data/dataloader.py:424: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  self.check_worker_number_rationality()
Epoch 0:   0%|          | 0/751 [00:00<?, ?batch/s]/usr/local/lib/python3.12/dist-packages/torch/utils/data/dataloader.py:432: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  self.check_worker_number_rationality()
Epoch 0:   2%|▏         | 12/751 [00:01<01:04, 11.55batch/s, accuracy=39.0625%, loss=1.59]ERM | Epoch 0 | Loss: 1.6159987449645996 | Accuracy: 15.625%
ERM | Epoch 0 | Loss: 1.6190383434295654 | Accuracy: 23.4375%
ERM | Epoch 0 | Loss: 0.010029014199972153 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.009874986484646797 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.33114081621170044 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.008210903964936733 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.21966445446014404 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.010746126994490623 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.2575282156467438 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.09524019807577133 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.32773205637931824 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.019199900329113007 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10238014161586761 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.01833229884505272 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11723146587610245 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.018188847228884697 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.01784178800880909 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.21968761086463928 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.09180549532175064 | Accuracy: 98.4375%
Epoch 0:  47%|████▋     | 354/751 [00:03<00:02, 151.32batch/s, accuracy=98.4375%, loss=0.155]ERM | Epoch 0 | Loss: 0.09337066113948822 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.02060159668326378 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.019460372626781464 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.017561398446559906 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10317657887935638 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.016016416251659393 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.014215908944606781 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.013114678673446178 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.011895690113306046 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.01110632810741663 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.009325206279754639 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00821496918797493 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007019453216344118 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006147236563265324 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004611840937286615 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00466791121289134 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.08745983242988586 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004404906183481216 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1312393993139267 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004831492435187101 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1301354467868805 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0887628123164177 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.009162941947579384 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006289184093475342 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00621586199849844 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008496931754052639 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.08592571318149567 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.006587271578609943 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007040086667984724 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.15491534769535065 | Accuracy: 98.4375%
Epoch 0:  51%|█████▏    | 386/751 [00:03<00:02, 149.30batch/s, accuracy=100.0%, loss=0.00339]ERM | Epoch 0 | Loss: 0.13406790792942047 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.10652033239603043 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.003831148613244295 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0065240804105997086 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11035092175006866 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.009956872090697289 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0067107114009559155 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11905115842819214 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.2221713662147522 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.006889337673783302 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.14755156636238098 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.009399468079209328 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006336950231343508 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007668764796108007 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006856194231659174 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005368461832404137 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005955319851636887 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005452538840472698 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004928842652589083 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004450459964573383 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004990670830011368 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004223172087222338 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00398447597399354 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0038161699194461107 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003931016661226749 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003501015715301037 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003306992817670107 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.18246133625507355 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0033899187110364437 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003114764578640461 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003385429037734866 | Accuracy: 100.0%
Epoch 0:  56%|█████▌    | 418/751 [00:04<00:02, 151.89batch/s, accuracy=100.0%, loss=0.00515]ERM | Epoch 0 | Loss: 0.003312288783490658 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10216730087995529 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004568756092339754 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09221664816141129 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.08253102004528046 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.14353857934474945 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.016427265480160713 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.23233380913734436 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.021481111645698547 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.01823463849723339 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.009929443709552288 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008715244010090828 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12756137549877167 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.010145819745957851 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.07003539055585861 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.008788731880486012 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007362231612205505 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007170128636062145 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10001524537801743 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004738800227642059 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003857663832604885 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12223246693611145 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.003643553704023361 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003553468734025955 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.14099599421024323 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.003670654259622097 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003907610196620226 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00408174330368638 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12031299620866776 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.10112430155277252 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004994955845177174 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005152859725058079 | Accuracy: 100.0%
Epoch 0:  60%|█████▉    | 450/751 [00:04<00:01, 153.34batch/s, accuracy=100.0%, loss=0.00802]ERM | Epoch 0 | Loss: 0.00547808688133955 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00579715333878994 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005391753278672695 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005104945972561836 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1001337319612503 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.00489445636048913 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.17185738682746887 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004858605097979307 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11473390460014343 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005940970964729786 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005636947229504585 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11971354484558105 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.13079437613487244 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.08477675169706345 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.14302687346935272 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.011522829532623291 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00990939699113369 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.15180081129074097 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.13365766406059265 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.012125685811042786 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.13004176318645477 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.012180168181657791 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.01234528049826622 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.01165598351508379 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.010561580769717693 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.009860862046480179 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.011304805055260658 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00915517471730709 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008467163890600204 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007407968398183584 | Accuracy: 100.0%
Epoch 0:  64%|██████▍   | 483/751 [00:04<00:01, 149.96batch/s, accuracy=100.0%, loss=0.00683]ERM | Epoch 0 | Loss: 0.008021068759262562 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10863115638494492 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005303172394633293 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1356331706047058 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005444678477942944 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10505370795726776 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0050867884419858456 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0048222728073596954 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09298169612884521 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005764649715274572 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1403563916683197 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.007073314394801855 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005743030458688736 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0059369029477238655 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12530769407749176 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.006274787709116936 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005856814328581095 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005490786861628294 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0059816306456923485 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.14587412774562836 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004907307215034962 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12113363295793533 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0054302033968269825 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11630500108003616 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005718071945011616 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0047470093704760075 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0062059564515948296 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0064894212409853935 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006064855493605137 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006827462464570999 | Accuracy: 100.0%
Epoch 0:  66%|██████▋   | 499/751 [00:04<00:01, 145.47batch/s, accuracy=100.0%, loss=0.0115]ERM | Epoch 0 | Loss: 0.006869412958621979 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005430372431874275 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005585734732449055 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004745477810502052 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00491662323474884 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004108983092010021 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.002737930975854397 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003409205237403512 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0029159197583794594 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003061999101191759 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11948883533477783 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.10088025033473969 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.11907127499580383 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.002947974717244506 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0026761244516819715 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.19738152623176575 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.003433496691286564 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.2273254096508026 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.08892776072025299 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.006789404433220625 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006565998308360577 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.009907868690788746 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007492220029234886 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09314584732055664 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.09154218435287476 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.010261003859341145 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.01100890152156353 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.011509759351611137 | Accuracy: 100.0%
Epoch 0:  70%|███████   | 529/751 [00:04<00:01, 141.92batch/s, accuracy=100.0%, loss=0.00599]ERM | Epoch 0 | Loss: 0.10945624858140945 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.009552080184221268 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.18660548329353333 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.12676715850830078 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.010822450742125511 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09532106667757034 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.00752425380051136 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.3210313022136688 | Accuracy: 95.3125%
ERM | Epoch 0 | Loss: 0.008019909262657166 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.010983330197632313 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0105059165507555 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.013237997889518738 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008739851415157318 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.009001258760690689 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.010698643513023853 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12059418857097626 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.10870017856359482 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.009649193845689297 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008250363171100616 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11369764804840088 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.12405482679605484 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.006910562049597502 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0061432491056621075 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10901622474193573 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.008014935068786144 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008191203698515892 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005878225900232792 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006815090775489807 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.13580769300460815 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005985782947391272 | Accuracy: 100.0%
Epoch 0:  75%|███████▍  | 560/751 [00:05<00:01, 143.56batch/s, accuracy=100.0%, loss=0.00426]ERM | Epoch 0 | Loss: 0.11048342287540436 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.11293355375528336 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.13015371561050415 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.007132834289222956 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007296597585082054 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0073388200253248215 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008297113701701164 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0076555972918868065 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00794781930744648 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006138161290436983 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007569827605038881 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006715340539813042 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.20000392198562622 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.006226851139217615 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006486027501523495 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0054967813193798065 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0063933562487363815 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.006427032873034477 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11632248014211655 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0061136335134506226 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005518512800335884 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12410075217485428 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.11633750051259995 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004506205208599567 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004808589816093445 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00437677837908268 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004386882297694683 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004040025174617767 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004738590680062771 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004255025647580624 | Accuracy: 100.0%
Epoch 0:  79%|███████▊  | 591/751 [00:05<00:01, 146.86batch/s, accuracy=98.4375%, loss=0.13] ERM | Epoch 0 | Loss: 0.004613235592842102 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11738809198141098 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005754251964390278 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12718427181243896 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.13198810815811157 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.1499706357717514 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004997118376195431 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005625196732580662 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0058324579149484634 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0057183727622032166 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005042308010160923 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0054563842713832855 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.08404674381017685 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.10668490082025528 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.008029794320464134 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0069402363151311874 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09813922643661499 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.1145089790225029 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.012452401220798492 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0112002557143569 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005456579849123955 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005514097400009632 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005551045760512352 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00537931639701128 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005268990993499756 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1274060308933258 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0043071904219686985 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004365121945738792 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004201229196041822 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004322144202888012 | Accuracy: 100.0%
Epoch 0:  83%|████████▎ | 621/751 [00:05<00:00, 143.91batch/s, accuracy=98.4375%, loss=0.0976]ERM | Epoch 0 | Loss: 0.1297890692949295 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.003683022689074278 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10250198096036911 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.12279944866895676 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004058019258081913 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004433498717844486 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005284532438963652 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004263993818312883 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.08812057971954346 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.007264036685228348 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0059377350844442844 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005050558131188154 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1295214742422104 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005954967346042395 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00599350780248642 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0067483484745025635 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1772649735212326 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0036780890077352524 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004660801030695438 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11105427145957947 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.13798844814300537 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004811743274331093 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0070428866893053055 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11040423065423965 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0066910358145833015 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005827462300658226 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.13908816874027252 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.11045604944229126 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.00739386398345232 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0975586473941803 | Accuracy: 98.4375%
Epoch 0:  87%|████████▋ | 653/751 [00:05<00:00, 147.78batch/s, accuracy=98.4375%, loss=0.127]ERM | Epoch 0 | Loss: 0.2066531628370285 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.008486230857670307 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.010342100635170937 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008405421860516071 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1289113610982895 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0791943147778511 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.009760906919836998 | Accuracy: 100.0%
